instance,total_tokens_title,total_tokens_content,total_words_title,total_words_content,total_filtered_words_title,total_filtered_words_content,count_exclamations_title,proportion_exclamations_title,count_exclamations_content,proportion_exclamations_content,count_question_title,proportion_question_title,count_question_content,proportion_question_content,count_allcaps_title,proportion_allcaps_title,count_allcaps_content,proportion_allcaps_content,count_contractions_title,proportion_contractions_title,count_contractions_content,proportion_contractions_content,count_words_in_title_in_content,proportion_words_in_title_in_content,sentiment_title,starts_with_number_content,len_longest_word_content,starts_with_5W1H_content,starts_with_5W1H_title,truth_mean,truth_median,truth_mode,label
29,9,522,9,461,8,291,0,0,0,0,0,0,0,0,0,0,6,0.013015184381779,0,0,0,0,14,0.048109965635739,0,0,15,0,0,0.26666666666,0,0,0
30,12,2191,11,1933,7,1252,0,0,0,0,1,0.083333333333333,4,0.001825650387951,0,0,23,0.01189860320745,0,0,13,0.006809848088004,108,0.086261980830671,-0.2,0,16,0,1,0.46666666662,0.3333333333,0.3333333333,0
31,12,869,12,788,9,499,0,0,0,0,0,0,2,0.002301495972382,0,0,8,0.010152284263959,0,0,4,0.00520156046814,47,0.094188376753507,0,0,18,0,0,0.13333333332,0,0,0
32,8,531,8,470,6,305,0,0,0,0,0,0,0,0,0,0,15,0.031914893617021,0,0,4,0.008676789587853,19,0.062295081967213,-0.2,0,15,0,0,0.2,0,0,0
33,14,421,11,357,11,247,0,0,0,0,0,0,0,0,1,0.090909090909091,5,0.014005602240896,1,0.1,0,0,17,0.068825910931174,-0.4,0,16,0,0,0.3333333333,0.3333333333,0.3333333333,0
34,23,325,19,275,16,166,0,0,1,0.003076923076923,0,0,0,0,1,0.052631578947369,1,0.003636363636364,0,0,2,0.007874015748032,16,0.096385542168675,-0.35,0,12,0,0,0.13333333332,0,0,0
35,13,742,12,686,10,401,0,0,0,0,0,0,0,0,0,0,2,0.002915451895044,0,0,0,0,29,0.072319201995013,0.4,0,13,0,0,0.86666666664,1,1,1
36,11,324,11,288,8,182,0,0,1,0.003086419753086,0,0,0,0,0,0,6,0.020833333333333,0,0,0,0,17,0.093406593406593,-0.2,0,14,0,0,0.39999999998,0.3333333333,0,0
37,13,371,13,341,13,245,0,0,0,0,0,0,0,0,0,0,3,0.008797653958944,0,0,2,0.00593471810089,16,0.06530612244898,0.2,0,18,0,0,0.73333333332,1,1,1
38,17,709,14,640,13,431,0,0,0,0,0,0,0,0,0,0,9,0.0140625,0,0,0,0,9,0.020881670533643,0,0,21,0,0,0.19999999998,0,0,0
39,10,811,9,727,6,444,0,0,0,0,0,0,0,0,0,0,4,0.005502063273728,0,0,0,0,10,0.022522522522523,0,0,13,0,0,0.7333333333,0.6666666666,0.6666666666,1
40,14,192,14,167,12,114,0,0,0,0,0,0,1,0.005208333333333,1,0.071428571428572,4,0.023952095808383,0,0,4,0.025974025974026,13,0.114035087719298,0,0,17,0,0,0.46666666664,0.3333333333,0.3333333333,0
41,19,60,19,53,12,39,0,0,0,0,0,0,0,0,0,0,1,0.018867924528302,0,0,0,0,8,0.205128205128205,0,1,15,0,0,0.19999999998,0,0,0
42,11,698,11,583,11,410,0,0,0,0,0,0,2,0.002865329512894,0,0,27,0.04631217838765,0,0,1,0.001742160278746,39,0.095121951219512,0.633333333333333,0,14,0,0,0.26666666664,0,0,0
43,20,536,18,475,17,320,1,0.05,0,0,0,0,0,0,0,0,17,0.035789473684211,0,0,0,0,15,0.046875,-0.125,0,15,0,0,0.06666666666,0,0,0
44,17,434,16,400,13,289,0,0,0,0,0,0,0,0,0,0,21,0.0525,0,0,0,0,23,0.079584775086505,0,0,16,0,0,0.86666666666,1,1,1
45,13,1252,12,1141,10,685,0,0,0,0,0,0,1,0.000798722044728,0,0,5,0.004382120946538,0,0,0,0,8,0.011678832116788,-0.4,0,15,0,0,0.13333333332,0,0,0
46,20,220,19,197,12,136,0,0,0,0,0,0,0,0,0,0,16,0.081218274111675,0,0,0,0,17,0.125,0,0,16,0,0,0.66666666664,0.6666666666,0.6666666666,1
47,12,477,12,430,9,274,0,0,0,0,0,0,0,0,0,0,2,0.004651162790698,0,0,0,0,23,0.083941605839416,-0.4,0,14,0,0,0.26666666666,0,0,0
48,14,1389,10,1209,9,876,0,0,9,0.006479481641469,1,0.071428571428572,18,0.012958963282937,0,0,13,0.010752688172043,0,0,1,0.000904159132007,18,0.02054794520548,-0.5,0,19,0,0,0.3333333333,0.3333333333,0.3333333333,0
49,16,400,15,356,15,246,0,0,0,0,0,0,1,0.0025,1,0.066666666666667,13,0.036516853932584,0,0,2,0.005797101449275,11,0.044715447154472,0.55,1,13,0,0,0.66666666664,0.6666666666,1,1
50,16,986,16,881,10,591,0,0,0,0,0,0,9,0.009127789046653,1,0.0625,29,0.032917139614075,0,0,8,0.009378663540445,33,0.055837563451777,-0.6,0,25,0,0,0.8,1,1,1
51,7,68,7,58,6,36,0,0,0,0,0,0,0,0,1,0.142857142857143,2,0.03448275862069,0,0,0,0,2,0.055555555555556,0,0,14,0,0,0.19999999998,0,0,0
52,10,152,10,141,9,93,0,0,0,0,0,0,0,0,0,0,3,0.021276595744681,0,0,0,0,9,0.096774193548387,0,0,13,0,0,0.13333333332,0,0,0
53,11,1055,10,961,10,628,0,0,0,0,0,0,0,0,0,0,18,0.018730489073881,0,0,0,0,8,0.012738853503185,-0.325,0,16,0,0,0.06666666666,0,0,0
54,13,1355,13,1231,12,780,0,0,0,0,0,0,2,0.001476014760148,1,0.076923076923077,38,0.030869212022746,0,0,0,0,107,0.137179487179487,0,0,18,0,0,0.06666666666,0,0,0
55,11,582,9,548,8,326,0,0,0,0,0,0,0,0,1,0.111111111111111,32,0.058394160583942,0,0,0,0,21,0.064417177914111,0,0,14,0,0,0.26666666664,0.3333333333,0.3333333333,0
56,13,576,11,507,10,289,0,0,0,0,0,0,0,0,1,0.090909090909091,14,0.027613412228797,0,0,18,0.037037037037037,37,0.1280276816609,0,0,13,0,0,0.13333333332,0,0,0
57,13,368,13,336,12,214,0,0,0,0,0,0,0,0,0,0,2,0.005952380952381,0,0,0,0,13,0.060747663551402,0,0,18,0,0,0.2,0,0,0
58,9,235,9,198,9,130,0,0,1,0.004255319148936,0,0,0,0,0,0,1,0.005050505050505,0,0,3,0.015463917525773,9,0.069230769230769,0,0,11,0,0,0.06666666666,0,0,0
59,14,356,13,325,13,208,0,0,0,0,0,0,0,0,0,0,2,0.006153846153846,0,0,0,0,4,0.019230769230769,0.375,0,16,0,0,0.06666666666,0,0,0
60,9,517,9,447,6,261,0,0,0,0,0,0,0,0,0,0,7,0.015659955257271,0,0,3,0.006787330316742,14,0.053639846743295,0,0,14,1,0,0.26666666664,0.3333333333,0.3333333333,0
61,6,311,6,275,6,168,0,0,0,0,0,0,0,0,0,0,6,0.021818181818182,0,0,0,0,20,0.119047619047619,0,0,13,0,0,0.06666666666,0,0,0
62,13,337,12,313,8,186,0,0,0,0,0,0,0,0,0,0,2,0.006389776357827,0,0,0,0,18,0.096774193548387,0,0,14,0,0,0.46666666664,0.3333333333,0.3333333333,0
63,14,112,14,102,10,65,0,0,1,0.008928571428571,0,0,0,0,0,0,2,0.019607843137255,0,0,0,0,20,0.307692307692308,0,0,14,0,0,0.19999999998,0,0,0
64,9,481,9,424,7,270,0,0,0,0,0,0,0,0,0,0,4,0.009433962264151,0,0,0,0,20,0.074074074074074,0,0,15,0,0,0.5333333333,0.6666666666,0.6666666666,1
65,11,1043,10,943,9,578,0,0,1,0.000958772770853,0,0,0,0,0,0,9,0.009544008483563,0,0,0,0,24,0.041522491349481,0,0,17,0,0,0.3333333333,0.3333333333,0,0
66,10,90,10,85,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.075471698113208,0,0,15,0,0,0.19999999998,0.3333333333,0.3333333333,0
67,10,412,10,376,8,237,0,0,0,0,0,0,0,0,1,0.1,12,0.031914893617021,0,0,1,0.002688172043011,20,0.084388185654009,0,0,14,0,0,0.13333333332,0,0,0
68,15,170,14,157,12,114,0,0,0,0,0,0,0,0,0,0,16,0.101910828025478,0,0,0,0,12,0.105263157894737,0,0,16,0,0,0.66666666666,1,1,1
69,16,610,14,548,9,328,0,0,0,0,0,0,1,0.001639344262295,2,0.142857142857143,18,0.032846715328467,1,0.083333333333333,0,0,34,0.103658536585366,0,0,14,0,0,0.06666666666,0,0,0
70,16,378,16,330,10,218,0,0,0,0,0,0,1,0.002645502645503,1,0.0625,1,0.003030303030303,1,0.071428571428572,3,0.009345794392523,21,0.096330275229358,0.136363636363636,0,20,0,0,0.39999999996,0.3333333333,0.3333333333,0
71,15,685,14,633,14,334,1,0.066666666666667,0,0,0,0,3,0.004379562043796,0,0,2,0.003159557661927,0,0,0,0,19,0.05688622754491,-0.375,0,15,0,0,0.79999999996,0.6666666666,0.6666666666,1
72,15,342,14,301,8,203,0,0,0,0,0,0,2,0.005847953216374,0,0,8,0.026578073089701,0,0,5,0.017123287671233,2,0.009852216748768,0,0,16,0,0,0.73333333332,1,1,1
73,11,675,11,627,11,374,0,0,0,0,0,0,0,0,1,0.090909090909091,10,0.015948963317384,0,0,0,0,9,0.024064171122995,0,0,14,0,0,0.39999999998,0.3333333333,0,0
74,9,106,9,96,8,56,0,0,0,0,0,0,0,0,0,0,1,0.010416666666667,0,0,0,0,0,0,-0.145833333333333,0,13,0,0,0.06666666666,0,0,0
75,11,774,9,690,6,474,0,0,0,0,1,0.090909090909091,0,0,0,0,16,0.023188405797102,0,0,0,0,11,0.023206751054852,0.4,0,13,0,1,0.46666666664,0.3333333333,0.3333333333,0
76,9,89,9,85,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.055555555555556,-0.333333333333333,0,17,0,0,0.46666666664,0.3333333333,0.3333333333,0
77,8,1791,8,1536,8,874,0,0,3,0.001675041876047,0,0,1,0.000558347292016,1,0.125,24,0.015625,0,0,33,0.022237196765499,1,0.001144164759725,-0.7,0,16,0,0,0.66666666664,0.6666666666,0.6666666666,1
78,8,1019,6,920,5,562,0,0,0,0,1,0.125,0,0,0,0,2,0.002173913043478,0,0,0,0,21,0.037366548042705,0.25,0,14,0,0,0.86666666664,1,1,1
79,9,555,8,483,8,382,0,0,3,0.005405405405405,0,0,1,0.001801801801802,0,0,10,0.020703933747412,0,0,6,0.013186813186813,10,0.026178010471204,0.5,0,20,0,0,0.53333333332,0.3333333333,0.3333333333,0
80,15,1262,15,1161,9,733,0,0,0,0,0,0,0,0,0,0,16,0.013781223083549,0,0,0,0,32,0.043656207366985,0.5,0,17,0,0,0.26666666664,0,0,0
81,14,330,14,292,10,166,0,0,0,0,0,0,0,0,0,0,5,0.017123287671233,0,0,2,0.006920415224914,11,0.066265060240964,0,0,12,0,0,0.39999999996,0.3333333333,0.3333333333,0
82,14,1551,12,1374,9,882,0,0,0,0,0,0,2,0.001289490651193,0,0,27,0.019650655021834,0,0,5,0.0037147102526,36,0.040816326530612,0.05,0,16,0,0,0.06666666666,0,0,0
83,12,526,11,473,10,295,0,0,0,0,0,0,0,0,0,0,8,0.016913319238901,0,0,0,0,18,0.061016949152542,0,0,17,0,0,0.33333333332,0.3333333333,0.3333333333,0
84,13,245,13,217,13,131,0,0,0,0,0,0,0,0,0,0,7,0.032258064516129,0,0,0,0,5,0.038167938931298,0,0,13,0,0,0.06666666666,0,0,0
85,7,696,6,636,6,471,0,0,1,0.001436781609195,0,0,0,0,1,0.166666666666667,4,0.006289308176101,0,0,3,0.0048,34,0.072186836518047,0.166666666666667,0,14,0,0,0.53333333332,0.3333333333,0.3333333333,0
86,11,1258,10,1152,9,746,0,0,0,0,0,0,1,0.000794912559618,0,0,23,0.019965277777778,0,0,6,0.005514705882353,35,0.046916890080429,-0.5,0,17,0,0,0.13333333332,0,0,0
87,11,389,11,353,9,214,0,0,3,0.007712082262211,0,0,0,0,0,0,10,0.028328611898017,0,0,0,0,16,0.074766355140187,0,0,13,0,0,0.19999999998,0.3333333333,0.3333333333,0
88,16,3207,14,2876,12,1722,0,0,7,0.002182725288432,0,0,15,0.00467726847521,0,0,83,0.028859527121001,0,0,0,0,177,0.102787456445993,0,0,17,0,0,0.33333333332,0.3333333333,0.3333333333,0
89,8,79,8,72,6,38,0,0,0,0,0,0,1,0.012658227848101,0,0,1,0.013888888888889,0,0,0,0,2,0.052631578947369,0,0,12,0,0,0.79999999998,1,1,1
90,14,83,13,76,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.086956521739131,-0.1,0,13,0,0,0.06666666666,0,0,0
91,8,173,8,140,8,96,0,0,0,0,0,0,0,0,0,0,2,0.014285714285714,0,0,1,0.007194244604317,7,0.072916666666667,0,0,14,0,0,0.3333333333,0.3333333333,0.3333333333,0
92,13,86,13,65,13,47,0,0,2,0.023255813953488,0,0,3,0.034883720930233,0,0,2,0.030769230769231,0,0,0,0,2,0.042553191489362,0.168181818181818,0,10,0,0,0.86666666666,1,1,1
93,8,307,8,278,8,183,0,0,0,0,0,0,0,0,0,0,2,0.007194244604317,0,0,1,0.00374531835206,7,0.038251366120219,0,0,17,0,0,0.06666666666,0,0,0
94,13,19,11,19,9,13,0,0,0,0,0,0,0,0,1,0.090909090909091,1,0.052631578947369,0,0,0,0,2,0.153846153846154,0.1,0,9,0,0,0.13333333332,0,0,0
95,14,621,13,545,10,334,0,0,0,0,0,0,0,0,1,0.076923076923077,22,0.040366972477064,0,0,5,0.009345794392523,16,0.047904191616767,-0.5,0,17,0,0,0.3333333333,0.3333333333,0.3333333333,0
96,9,14230,8,12509,7,7557,0,0,10,0.000702740688686,0,0,38,0.002670414617006,2,0.25,145,0.011591654009114,0,0,137,0.011130067430336,72,0.009527590313617,0,0,21,0,0,0.46666666664,0.3333333333,0.3333333333,0
97,19,511,17,467,17,274,0,0,0,0,0,0,0,0,3,0.176470588235294,12,0.025695931477516,0,0,8,0.017738359201774,28,0.102189781021898,0,0,15,0,0,0.06666666666,0,0,0
98,15,1368,14,1163,13,749,0,0,2,0.001461988304094,0,0,1,0.000730994152047,0,0,33,0.028374892519347,0,0,3,0.002610966057441,54,0.072096128170895,0.145454545454545,0,17,0,0,0.3333333333,0.3333333333,0.3333333333,0
99,12,514,11,469,11,303,0,0,0,0,0,0,0,0,0,0,4,0.008528784648188,0,0,1,0.002242152466368,20,0.066006600660066,0,0,17,0,0,0.46666666664,0.3333333333,0.3333333333,0
100,23,2034,20,1793,16,1089,0,0,2,0.000983284169125,0,0,6,0.002949852507375,1,0.05,41,0.022866703848299,0,0,1,0.000632511068944,143,0.131313131313131,0.2,0,17,0,0,0.26666666664,0.3333333333,0.3333333333,0
101,9,14,8,12,7,10,0,0,0,0,1,0.111111111111111,1,0.071428571428572,0,0,0,0,0,0,0,0,5,0.5,0,0,12,0,0,0.5333333333,0.6666666666,0.6666666666,1
102,25,337,23,291,17,185,1,0.04,0,0,0,0,4,0.011869436201781,2,0.086956521739131,3,0.010309278350516,1,0.043478260869565,5,0.017605633802817,12,0.064864864864865,0.125,0,13,0,0,0.53333333332,0.6666666666,1,1
103,11,682,10,568,6,355,0,0,0,0,0,0,2,0.002932551319648,0,0,9,0.015845070422535,0,0,6,0.010869565217391,26,0.073239436619718,0,0,16,0,0,0.19999999998,0,0,0
104,12,441,11,395,10,273,0,0,0,0,0,0,0,0,0,0,3,0.007594936708861,0,0,0,0,7,0.025641025641026,0,0,16,0,0,0.39999999996,0.3333333333,0.3333333333,0
105,13,1115,13,905,11,754,0,0,0,0,0,0,0,0,1,0.076923076923077,21,0.023204419889503,0,0,0,0,25,0.03315649867374,0.425,0,15,0,0,0.59999999996,0.6666666666,0.6666666666,1
106,16,1281,14,1157,8,693,0,0,0,0,1,0.0625,0,0,0,0,6,0.005185825410545,0,0,0,0,14,0.02020202020202,-0.05,0,21,0,0,0.26666666664,0.3333333333,0.3333333333,0
107,13,343,13,287,10,191,0,0,0,0,0,0,2,0.005830903790087,0,0,8,0.02787456445993,0,0,0,0,32,0.167539267015707,0,0,13,0,0,0.06666666666,0,0,0
108,10,82,10,76,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.14,0,0,16,0,0,0.5333333333,0.3333333333,0.3333333333,0
109,15,774,14,684,10,391,0,0,0,0,0,0,0,0,0,0,1,0.001461988304094,0,0,0,0,35,0.089514066496164,0.4875,0,19,1,0,0.5333333333,0.3333333333,0.3333333333,0
110,11,842,11,721,11,405,0,0,1,0.001187648456057,0,0,2,0.002375296912114,0,0,15,0.020804438280167,0,0,1,0.001503759398496,3,0.007407407407407,0.15,0,12,0,0,0.86666666664,1,1,1
111,20,1463,18,1314,11,773,0,0,0,0,0,0,4,0.002734107997266,0,0,11,0.008371385083714,0,0,0,0,53,0.06856403622251,0,0,17,0,0,0.3333333333,0.3333333333,0,0
112,16,786,15,719,14,416,0,0,0,0,0,0,0,0,0,0,26,0.036161335187761,0,0,0,0,19,0.045673076923077,0,0,14,0,0,0.46666666664,0.3333333333,0.3333333333,0
113,14,706,12,609,7,395,0,0,0,0,0,0,0,0,0,0,4,0.006568144499179,0,0,5,0.008361204013378,24,0.060759493670886,0,0,20,0,0,0.06666666666,0,0,0
114,15,1117,15,1012,11,617,0,0,27,0.024171888988362,0,0,1,0.000895255147717,0,0,41,0.040513833992095,1,0.071428571428572,31,0.032631578947369,36,0.058346839546191,-0.236363636363636,0,15,0,0,0.53333333332,0.6666666666,1,1
115,16,421,15,370,10,251,0,0,0,0,0,0,2,0.004750593824228,0,0,0,0,0,0,0,0,28,0.111553784860558,0.333333333333333,0,19,0,0,0.66666666662,0.6666666666,0.6666666666,1
116,13,127,13,115,7,83,0,0,0,0,0,0,0,0,0,0,2,0.017391304347826,1,0.090909090909091,1,0.009009009009009,16,0.192771084337349,0,0,11,0,0,0.26666666664,0.3333333333,0.3333333333,0
117,14,730,14,665,9,415,0,0,1,0.001369863013699,0,0,1,0.001369863013699,0,0,10,0.015037593984962,0,0,0,0,35,0.08433734939759,0,0,16,0,0,0.2,0,0,0
118,12,561,12,497,8,312,0,0,0,0,0,0,1,0.001782531194296,0,0,12,0.024144869215292,0,0,1,0.002040816326531,14,0.044871794871795,0.136363636363636,0,18,0,0,0.39999999998,0.3333333333,0,0
119,14,1516,13,1329,13,799,0,0,0,0,0,0,1,0.00065963060686,1,0.076923076923077,20,0.015048908954101,0,0,5,0.003793626707132,16,0.020025031289111,0.172222222222222,0,16,0,0,0.39999999998,0.3333333333,0,0
120,9,2194,9,1913,8,1188,0,0,1,0.000455788514129,0,0,3,0.001367365542388,0,0,45,0.023523261892316,0,0,20,0.011154489682097,13,0.010942760942761,0.35,0,17,0,0,0.66666666664,0.6666666666,0.6666666666,1
121,15,1718,13,1559,10,979,0,0,1,0.00058207217695,0,0,0,0,1,0.076923076923077,17,0.010904425914048,0,0,0,0,38,0.038815117466803,0,0,16,0,0,0.26666666666,0,0,0
122,8,1745,8,1560,7,928,0,0,5,0.002865329512894,0,0,14,0.008022922636103,0,0,39,0.025,0,0,0,0,21,0.022629310344828,0.7,0,17,0,0,0.86666666664,1,1,1
123,19,949,17,862,8,506,0,0,0,0,0,0,0,0,0,0,8,0.009280742459397,1,0.0625,1,0.001170960187354,18,0.035573122529644,0.05,0,21,0,0,0.39999999996,0.3333333333,0.3333333333,0
124,17,399,14,359,9,225,0,0,0,0,0,0,0,0,0,0,4,0.011142061281337,0,0,0,0,21,0.093333333333333,0,0,12,0,0,0.26666666666,0,0,0
125,10,99,10,86,7,56,0,0,0,0,0,0,0,0,1,0.1,3,0.034883720930233,0,0,1,0.011904761904762,7,0.125,0,0,14,0,0,0.26666666666,0,0,0
126,17,257,16,228,15,140,0,0,2,0.007782101167315,0,0,0,0,3,0.1875,15,0.065789473684211,0,0,0,0,7,0.05,0.136363636363636,0,19,0,0,0.33333333332,0,0,0
127,12,722,12,651,11,401,0,0,0,0,0,0,0,0,0,0,13,0.019969278033794,0,0,6,0.009345794392523,2,0.00498753117207,-0.4,0,16,0,0,0.59999999998,0.6666666666,1,1
128,13,272,13,245,12,157,0,0,0,0,0,0,1,0.003676470588235,0,0,8,0.03265306122449,0,0,2,0.008438818565401,18,0.114649681528662,0.05,0,18,0,1,0.66666666662,0.6666666666,0.6666666666,1
129,11,358,11,319,11,196,0,0,0,0,0,0,0,0,0,0,3,0.009404388714734,0,0,3,0.010638297872341,20,0.102040816326531,0,0,17,0,0,0.39999999996,0.3333333333,0.3333333333,0
130,7,634,7,563,6,353,0,0,0,0,0,0,0,0,0,0,12,0.021314387211368,0,0,2,0.003584229390681,33,0.093484419263456,0,0,17,0,0,0.06666666666,0,0,0
131,27,485,26,441,21,274,0,0,0,0,1,0.037037037037037,0,0,0,0,4,0.009070294784581,0,0,3,0.006864988558352,23,0.083941605839416,-0.064166666666667,0,20,0,0,0.7333333333,0.6666666666,0.6666666666,1
132,14,2345,13,2098,11,1430,0,0,0,0,0,0,0,0,0,0,35,0.016682554814109,0,0,9,0.004475385380408,72,0.05034965034965,0.3,0,21,0,0,0,0,0,0
133,19,6336,17,5473,14,3131,0,0,1,0.000157828282828,0,0,105,0.01657196969697,0,0,176,0.032157865887082,0,0,123,0.024497112129058,92,0.029383583519642,0.168181818181818,0,35,0,0,0.39999999996,0.3333333333,0.3333333333,0
134,8,421,7,377,7,224,0,0,0,0,0,0,0,0,0,0,10,0.026525198938992,0,0,3,0.008403361344538,12,0.053571428571429,0.2,0,13,0,0,0.13333333332,0,0,0
135,8,127,8,119,7,70,0,0,0,0,0,0,0,0,1,0.125,0,0,0,0,0,0,5,0.071428571428572,0.1,0,12,0,0,0.26666666664,0,0,0
136,9,322,7,281,6,194,0,0,0,0,0,0,0,0,0,0,4,0.01423487544484,0,0,0,0,9,0.04639175257732,0,0,14,0,0,0.13333333332,0,0,0
